"j","n","method","ISE","time_seconds"
3,100,"LG",1.52974097593551e-09,58.1454100608826
3,200,"WK",0.0113715844942126,96.4008364677429
3,200,"LG",6.12378227866742e-05,606.501137256622
4,100,"WK",7.58988214970033e-12,9.18315958976746
4,100,"LG",5.50617924028007e-12,57.6086528301239
4,200,"WK",7.73864244317957e-12,22.518550157547
4,200,"LG",2.73009492434188e-12,194.04906463623
5,100,"WK",0.000449848442955624,9.19264531135559
5,100,"LG",0.118259467026134,414.487945318222
5,200,"WK",0.0846500859626672,55.8946788311005
5,200,"LG",0.0087934046376724,393.888358592987
6,100,"WK",0.0751996905215488,14.2025923728943
6,100,"LG",0.0823645534436555,407.278096437454
6,200,"WK",0.000266585404284443,21.873423576355
6,200,"LG",0.066518974241843,939.570106267929
1,100,"WK",0.000789163784997779,165.511660337448
1,100,"LG",0.0010302337341135,464.007240056992
1,200,"WK",0.000110544885306666,22.3579182624817
1,200,"LG",0.000521825802692076,1395.61725258827
2,100,"WK",0.000935592228851867,122.408611536026
2,100,"LG",0.00100490896253287,1235.60576820374
2,200,"WK",0.00141757495638896,72.4845116138458
2,200,"LG",0.000760677027911748,1145.51450538635
3,100,"WK",0.0387148457983078,81.4159140586853
3,100,"LG",1.5706889494833e-09,59.5864450931549
3,200,"WK",0.00667908709889613,65.3418474197388
3,200,"LG",0.000162768882731052,598.556827545166
4,100,"WK",0.0538795443376775,21.7497410774231
4,100,"LG",0.439915395207384,539.898375749588
4,200,"WK",7.73863583132606e-12,21.7179410457611
4,200,"LG",0.726140242178697,1558.08758234978
5,100,"WK",0.000312254600141669,9.05479383468628
5,100,"LG",8.30483366583752e-05,56.4284336566925
5,200,"WK",0.000366298798238021,21.8745729923248
5,200,"LG",8.6734477572709e-05,199.62175655365
6,100,"WK",0.128914950982433,26.2404985427856
6,100,"LG",0.106781689191925,356.507384538651
6,200,"WK",0.0844906784841828,61.8292014598846
6,200,"LG",0.13202684269202,780.378151893616
1,100,"WK",0.000405069274973657,21.5191166400909
1,100,"LG",0.00110695602983904,990.173042535782
1,200,"WK",0.000380727989898947,34.7373132705688
1,200,"LG",0.000882277681798407,940.309001207352
2,100,"WK",0.00172680533795866,76.7380938529968
2,100,"LG",0.00241420976303306,334.101329565048
2,200,"WK",0.00193741891926543,65.3529450893402
2,200,"LG",0.00182975279923018,994.378643751144
3,100,"WK",0.00658602964488123,52.5750072002411
3,100,"LG",1.64596005015379e-09,60.9725441932678
3,200,"WK",0.00921509163532151,209.579919338226
3,200,"LG",5.56271022015674e-06,294.062557220459
4,100,"WK",0.357557632566081,65.2185139656067
4,100,"LG",0.0036851921563835,261.889305830002
4,200,"WK",6.38467943444016e-12,22.7254183292389
4,200,"LG",0.000674808607940784,391.694062232971
5,100,"WK",0.000327350826028033,9.1894862651825
5,100,"LG",6.9424448242103e-05,56.64533162117
5,200,"WK",0.000392059955227365,21.4846580028534
5,200,"LG",0.00595225869311421,386.963688135147
6,100,"WK",0.163878512628393,29.3769783973694
6,100,"LG",0.14255028449851,353.049113512039
6,200,"WK",0.000145799129008694,22.253470659256
6,200,"LG",0.000173760257861728,183.834334135056
1,100,"WK",0.000239283157694099,11.095356464386
1,100,"LG",0.0008225385527655,496.417530536652
1,200,"WK",0.000122925658343006,24.8726196289062
1,200,"LG",0.00155270553682484,2740.75159144402
2,100,"WK",0.00109226460825556,83.845935344696
2,100,"LG",0.0011479171740825,542.058027267456
2,200,"WK",0.000671152739690721,420.713519096375
2,200,"LG",0.00131426356867635,1412.98456096649
3,100,"WK",1.66520779230986e-09,9.14522099494934
3,100,"LG",0.00529227872452781,859.810567378998
3,200,"WK",0.000791389574112839,46.5642735958099
3,200,"LG",0.000920724079968652,707.374502897263
4,100,"WK",7.69158609397773e-12,10.1284155845642
4,100,"LG",0.000718943595451458,261.442446947098
4,200,"WK",6.25795821958882e-12,21.3586947917938
4,200,"LG",0.0451232683807546,597.776470422745
5,100,"WK",0.00035798907266369,9.7497251033783
5,100,"LG",0.0666671914799837,283.210427999496
5,200,"WK",0.192384666313549,56.376006603241
5,200,"LG",0.0101307433161342,390.6398229599
6,100,"WK",0.0870535380178629,45.5488204956055
6,100,"LG",0.0867072761217912,356.957149028778
6,200,"WK",0.000136969965531617,22.1582396030426
6,200,"LG",0.000160221110417511,183.963982820511
1,100,"WK",0.000691854483064476,64.2209241390228
1,100,"LG",0.00128989721965389,748.616454124451
1,200,"WK",0.000671118013801336,156.077336549759
1,200,"LG",0.000942256600026652,902.481773138046
2,100,"WK",0.00160679656492464,54.8044817447662
2,100,"LG",0.00225994537787529,1375.48473381996
2,200,"WK",0.00140755795903915,466.056849956512
2,200,"LG",0.00255943626672051,1251.95503139496
3,100,"WK",0.0041950923030646,101.655409812927
3,100,"LG",1.62137683524882e-09,57.6076254844666
3,200,"WK",9.00648726115345e-06,53.2384624481201
3,200,"LG",1.59662160313329e-05,498.306779384613
4,100,"WK",0.00088415833801074,22.0167536735535
4,100,"LG",0.0199351155126345,260.506311655045
4,200,"WK",7.73864245110972e-12,22.1802039146423
4,200,"LG",7.45450711559179e-12,186.83069562912
5,100,"WK",0.107828537870914,28.4577095508575
5,100,"LG",0.0688313923046137,359.536067008972
5,200,"WK",0.127871087404861,56.653101682663
5,200,"LG",0.00805109155642988,385.817387580872
6,100,"WK",0.151049119677789,30.0615744590759
6,100,"LG",0.139463843483055,357.17529964447
6,200,"WK",0.0879853472429981,66.0217781066895
6,200,"LG",0.000179373943050547,180.657188892365
1,100,"WK",0.000254488366375229,11.0391943454742
1,100,"LG",0.00168297504986167,136.08184838295
1,200,"WK",0.000854031640769878,173.915637969971
1,200,"LG",0.00118139200820396,2051.24440646172
2,100,"WK",0.00140587832498616,41.8250842094421
2,100,"LG",0.00110259081791687,1087.219445467
2,200,"WK",0.000123358465302825,21.3728609085083
2,200,"LG",0.00192875923576591,1287.28993487358
3,100,"WK",1.542235422692e-09,9.51799917221069
3,100,"LG",3.45937054435523e-05,259.407299995422
3,200,"WK",0.000444583726179363,67.5694842338562
3,200,"LG",0.00188993226360283,4411.84341073036
4,100,"WK",0.00105929041670465,22.5360546112061
4,100,"LG",0.341939709112142,506.361038684845
4,200,"WK",7.73864227295086e-12,21.2839698791504
4,200,"LG",0.0542894903978698,840.571852207184
5,100,"WK",0.000503117872281441,9.10426950454712
5,100,"LG",8.49258164488525e-05,55.7659070491791
5,200,"WK",0.18317508879991,54.7798285484314
5,200,"LG",5.66477543969369e-05,189.763087749481
6,100,"WK",0.114056142886617,27.4985177516937
6,100,"LG",0.101188141114602,376.782615423203
6,200,"WK",0.0403671425505532,43.0395584106445
6,200,"LG",0.000120923400706529,191.301627874374
1,100,"WK",0.000644501303440899,64.9347393512726
1,100,"LG",0.000576925091115573,320.487275362015
1,200,"WK",0.000673153120642975,187.244888067245
1,200,"LG",0.00136212117358246,1719.5576043129
2,100,"WK",0.00110370301203634,109.651910305023
2,100,"LG",0.00231807551704436,897.651932239532
2,200,"WK",0.00054274640000337,203.347678661346
2,200,"LG",0.00110289895002758,3857.83719825745
3,100,"WK",0.0109098092914377,83.9263226985931
3,100,"LG",0.00555766011627089,473.303381681442
3,200,"WK",0.0031488641758789,154.112240076065
3,200,"LG",1.42635509191613e-07,294.786527395248
4,100,"WK",7.73864244828544e-12,9.2141261100769
4,100,"LG",0.00351056915596734,261.355917692184
4,200,"WK",7.73864227231995e-12,22.20685338974
4,200,"LG",0.877211014380263,1991.87543702126
5,100,"WK",0.0506999800222563,34.4959833621979
5,100,"LG",0.0501959683708564,434.903470277786
5,200,"WK",0.0004363603063582,21.908017873764
5,200,"LG",7.66930622323855e-05,184.506541013718
6,100,"WK",0.000733468511768459,9.42006182670593
6,100,"LG",0.135493095041193,358.989668130875
6,200,"WK",0.000319922723723325,22.1893594264984
6,200,"LG",0.00024878394346892,184.184157133102
1,100,"WK",0.0014411221056987,65.0397717952728
1,100,"LG",0.00123511158154638,2007.4245223999
1,200,"WK",0.000171690271156408,25.044858455658
1,200,"LG",0.0010126476395429,1603.87831282616
2,100,"WK",0.00121408865393759,10.6199340820312
2,100,"LG",0.00170859597786177,766.745450496674
2,200,"WK",0.000163723697359969,21.3698785305023
2,200,"LG",0.00196513899374295,1910.45839619637
3,100,"WK",0.0283060290861397,67.3495631217957
3,100,"LG",1.65612454376884e-09,57.3266906738281
3,200,"WK",8.21930194094782e-06,40.767397403717
3,200,"LG",0.000202437345486122,598.017424583435
4,100,"WK",7.73864245111616e-12,9.53979873657227
4,100,"LG",3.44523807070433e-05,209.637272119522
4,200,"WK",0.260905027422633,103.405975818634
4,200,"LG",0.000884132676635852,491.517887830734
5,100,"WK",0.0154676324147867,15.6486756801605
5,100,"LG",0.00643344979411848,157.031477212906
5,200,"WK",0.000369075257235849,21.341938495636
5,200,"LG",0.00879027527953041,388.71292591095
6,100,"WK",0.0268509610539918,55.2161390781403
6,100,"LG",5.17027155715976e-05,55.2620475292206
6,200,"WK",0.0815564309766581,43.4113984107971
6,200,"LG",0.121904182321456,791.014449119568
1,100,"WK",0.00172566299080823,41.0952520370483
1,100,"LG",0.000505344052420583,186.347069978714
1,200,"WK",0.000716925237303413,116.49344587326
1,200,"LG",0.00037356486460193,442.669836759567
2,100,"WK",0.00155856645213771,37.4979953765869
2,100,"LG",0.00076559373302989,182.147118330002
2,200,"WK",0.000183064001837206,22.068911075592
2,200,"LG",0.00170376288683811,3252.99395132065
3,100,"WK",0.00538677223639984,43.7088663578033
3,100,"LG",1.58000520746184e-09,56.9852652549744
3,200,"WK",0.00219552885561708,105.07657957077
3,200,"LG",4.63540902953337e-06,491.877172708511
4,100,"WK",2.59990356765081e-05,18.8633146286011
4,100,"LG",0.263276899821607,610.602362394333
4,200,"WK",7.73530413792218e-12,21.3394432067871
4,200,"LG",0.00335903594731728,585.897956848145
5,100,"WK",0.000262393871955975,9.0558397769928
5,100,"LG",4.29863162856346e-05,55.8489072322845
5,200,"WK",0.000176389399001777,21.2326385974884
5,200,"LG",7.35029500489263e-05,187.885916233063
6,100,"WK",0.0543883085419833,46.50506067276
6,100,"LG",0.000118346174872372,55.5994172096252
6,200,"WK",0.0495207825567154,95.2615585327148
6,200,"LG",0.106193060395487,774.567087888718
1,100,"WK",0.00018579182688893,11.1513521671295
1,100,"LG",0.00120974437950686,138.63760972023
1,200,"WK",0.000701984485988097,351.12574672699
1,200,"LG",0.00093150914269525,944.049005031586
2,100,"WK",0.00134045587324737,28.5048966407776
2,100,"LG",0.0008981469589076,388.749985694885
2,200,"WK",0.000863658490746548,80.2957139015198
2,200,"LG",0.00055413945165301,441.631799459457
3,100,"WK",0.000287119573383539,19.3741810321808
3,100,"LG",0.00287327078359724,520.271462917328
3,200,"WK",0.0093472057864103,210.471949338913
3,200,"LG",0.00138240798469531,699.365094423294
4,100,"WK",0.167849012534698,38.5943262577057
4,100,"LG",0.499419381214175,617.873557806015
4,200,"WK",5.03506145108409e-12,21.6373355388641
4,200,"LG",0.0117397260610898,492.560142278671
5,100,"WK",0.0817876902601894,17.254058599472
5,100,"LG",0.0823112421714396,355.591674089432
5,200,"WK",0.000369496659250121,22.5658195018768
5,200,"LG",0.00710238756816228,387.581583976746
6,100,"WK",0.00054696292874229,9.28814387321472
6,100,"LG",0.109669636945592,356.448666810989
6,200,"WK",0.0776380781550496,119.708440303802
6,200,"LG",0.000238150492239461,189.393181800842
1,100,"WK",0.000620103920811618,85.1061210632324
1,100,"LG",0.000229924741721515,83.0910646915436
1,200,"WK",0.000630469885566605,126.643718242645
1,200,"LG",0.000806397736459134,1561.58271956444
2,100,"WK",0.000666540380570143,10.6431322097778
2,100,"LG",0.00126602266003219,1490.91948103905
2,200,"WK",0.000917833278507741,362.984976768494
2,200,"LG",0.00150895496454657,1044.99335098267
3,100,"WK",0.00369554892397102,52.0274431705475
3,100,"LG",0.00148035267120977,643.870153188705
3,200,"WK",1.09543438521124e-05,40.5991473197937
3,200,"LG",1.01777260763696e-09,187.403604984283
4,100,"WK",6.07731176402247e-12,9.09664273262024
4,100,"LG",4.66984104068364e-12,59.7249422073364
4,200,"WK",7.73864245111729e-12,21.0842063426971
4,200,"LG",7.24329961152953e-12,185.209692716599
5,100,"WK",0.000180672626879704,9.23169302940369
5,100,"LG",7.31841759188744e-05,59.0649194717407
5,200,"WK",0.00699038009923828,34.445729970932
5,200,"LG",0.00874636705164094,382.257788896561
6,100,"WK",0.079583403855661,43.2519280910492
6,100,"LG",0.0424146104891567,107.502253055573
6,200,"WK",0.0614097599088918,31.2854292392731
6,200,"LG",0.0981152244302307,773.250259637833
1,100,"WK",0.000201911305913273,15.2678141593933
1,100,"LG",0.00109144441683307,1191.64549803734
1,200,"WK",0.000616305218691767,453.177491426468
1,200,"LG",0.000524018744515552,1160.06378269196
2,100,"WK",0.00183373930740533,45.6827161312103
2,100,"LG",0.00196716089205783,1173.57262229919
2,200,"WK",0.00121311069482464,266.612955093384
2,200,"LG",0.000498325534753076,183.573666334152
3,100,"WK",0.00495915665334922,59.2769804000854
3,100,"LG",0.00120311952389565,653.600660324097
3,200,"WK",0.0116920982098632,188.177615404129
3,200,"LG",3.8633276197457e-05,497.952179908752
4,100,"WK",7.69612852561672e-12,9.44912147521973
4,100,"LG",7.28856615114914e-12,59.5470612049103
4,200,"WK",0.0288031083273569,59.2528710365295
4,200,"LG",0.724008747080577,1575.13972592354
5,100,"WK",0.00920414378907566,15.8122546672821
5,100,"LG",0.00644385909960293,160.654836893082
5,200,"WK",0.00030186556777078,21.5886640548706
5,200,"LG",6.43436362842648e-05,185.106847763062
6,100,"WK",0.000436523594114142,9.28884887695312
6,100,"LG",0.115034866131329,330.334463596344
6,200,"WK",0.0501809662678356,164.121822834015
6,200,"LG",0.102024728954345,792.105142593384
1,100,"WK",0.000202812826660366,11.8590383529663
1,100,"LG",0.000807127235498669,741.512436628342
1,200,"WK",0.000671094557193833,94.4975357055664
1,200,"LG",0.00124818562595862,903.054530382156
2,100,"WK",0.00129906261652413,50.8291783332825
2,100,"LG",0.000971345835608182,285.699132204056
2,200,"WK",0.00118721494599164,84.1612679958344
2,200,"LG",0.000793328617500763,237.810603618622
3,100,"WK",0.0126376617909066,21.8398852348328
3,100,"LG",0.00394809140748043,315.521884679794
3,200,"WK",0.00205195312785705,96.7514748573303
3,200,"LG",0.00188766486519579,1586.75311422348
4,100,"WK",7.73864245110273e-12,9.4671516418457
4,100,"LG",4.01101703507293e-12,56.7269842624664
4,200,"WK",0.126221791011072,100.194797039032
4,200,"LG",0.00271285235617278,596.677044868469
5,100,"WK",0.000457122107762879,9.05591535568237
5,100,"LG",8.19708308002217e-05,57.4540221691132
5,200,"WK",0.00485381775320006,34.8010194301605
5,200,"LG",0.00702111372832472,398.715219497681
6,100,"WK",0.122391909429851,31.2259225845337
6,100,"LG",0.000246546015768874,56.0031614303589
6,200,"WK",0.0760998729947371,62.797614812851
6,200,"LG",0.140356087164624,735.412347555161
1,100,"WK",0.00104758403948514,62.6141514778137
1,100,"LG",0.00124605803049729,1098.89121389389
1,200,"WK",0.000512316636505784,105.78467297554
1,200,"LG",0.000834033720237057,955.558840036392
2,100,"WK",0.00160498445002661,35.1582224369049
2,100,"LG",0.00104245330213359,81.2357497215271
2,200,"WK",0.000135251404692185,22.4012546539307
2,200,"LG",0.00139067919117292,1797.31642079353
3,100,"WK",0.00430334416767224,37.7063868045807
3,100,"LG",1.53350002305132e-09,57.6001873016357
3,200,"WK",0.00315101191481543,58.3052463531494
3,200,"LG",0.00130034513455038,2148.96414208412
4,100,"WK",0.190310496884432,26.200695514679
4,100,"LG",0.000987944287370933,208.628533840179
4,200,"WK",7.19240753566335e-12,21.0036737918854
4,200,"LG",0.000108637804763758,491.244062900543
5,100,"WK",0.000352430549082768,9.34679007530212
5,100,"LG",2.9381505787023e-05,55.366961479187
5,200,"WK",0.000435247686242924,22.2514228820801
5,200,"LG",7.14218404571182e-05,185.969169378281
6,100,"WK",0.0876494507963039,20.0267763137817
6,100,"LG",0.123138292390276,329.942159414291
6,200,"WK",0.0773416789338941,89.1264843940735
6,200,"LG",0.000172684670160037,186.235657691956
1,100,"WK",0.000929326198220194,59.4678173065186
1,100,"LG",0.00127890004332428,698.555165290833
1,200,"WK",0.000542174310274788,159.17257142067
1,200,"LG",0.00113370661989087,339.344435930252
2,100,"WK",0.00113620277223275,186.020520448685
2,100,"LG",0.00216772051212535,688.45915722847
2,200,"WK",0.00070733628700886,412.63453245163
2,200,"LG",0.00125182802180212,2047.45660471916
3,100,"WK",8.71547671102329e-05,19.1300585269928
3,100,"LG",1.520624144462e-09,59.7195439338684
3,200,"WK",1.61036361908927e-09,22.5838377475739
3,200,"LG",0.000728439198351655,2971.0601708889
4,100,"WK",0.0452545762638649,39.1511852741241
4,100,"LG",0.00350463697505759,209.032644987106
4,200,"WK",7.73864245009992e-12,21.6017343997955
4,200,"LG",0.21929116184102,1050.16442298889
5,100,"WK",0.168575867282226,26.6523494720459
5,100,"LG",0.00349743450684107,158.474544048309
5,200,"WK",0.076540735068507,38.0059642791748
5,200,"LG",8.52372024191898e-05,186.195682525635
6,100,"WK",0.0852264183688998,87.8956770896912
6,100,"LG",0.106940390236684,354.367147445679
6,200,"WK",0.0569663288832781,120.925406217575
6,200,"LG",6.87906702810425e-05,184.249889135361
1,100,"WK",0.00107733055783572,79.6178066730499
1,100,"LG",0.000871038064574369,828.872200489044
1,200,"WK",0.00164264171493105,463.63825750351
1,200,"LG",0.000975365093704513,336.210878372192
2,100,"WK",0.000836946865392817,11.2127578258514
2,100,"LG",0.000936802098438481,2279.6484310627
2,200,"WK",0.000164286067572579,21.7048778533936
2,200,"LG",0.0015876245364372,1143.82943725586
3,100,"WK",1.52536359000402e-09,9.65366435050964
3,100,"LG",9.18781337374936e-10,56.7149002552032
3,200,"WK",0.00476880909431134,102.892126321793
3,200,"LG",0.00188440781716722,611.503505468369
4,100,"WK",7.73862477356676e-12,9.36701560020447
4,100,"LG",0.00164010290395815,259.191234111786
4,200,"WK",0.230193692549493,109.278896570206
4,200,"LG",0.000101182103617767,491.63346862793
5,100,"WK",0.0914698390773876,39.9774103164673
5,100,"LG",0.0884247012597675,385.317830085754
5,200,"WK",0.00439085793201789,34.2957077026367
5,200,"LG",0.00840570396425567,385.164076805115
6,100,"WK",0.101812195254302,27.4149463176727
6,100,"LG",0.107642167195734,330.557292938232
6,200,"WK",0.0645514881611993,61.7295336723328
6,200,"LG",0.0949520018190895,741.488269090652
1,100,"WK",0.000968599407704495,104.119956016541
1,100,"LG",0.000814212870241152,869.580703020096
1,200,"WK",0.000616927824570048,54.5224514007568
1,200,"LG",0.00149810346096099,343.839523792267
2,100,"WK",0.00146078663371516,43.1838619709015
2,100,"LG",0.00142979019856382,421.019330024719
2,200,"WK",0.00128955845106468,388.103808164597
2,200,"LG",0.00126448085450729,2051.78809261322
3,100,"WK",1.51842689815457e-09,9.68579483032227
3,100,"LG",0.00155003039441762,1302.16008615494
3,200,"WK",2.15757872560662e-07,28.4810690879822
3,200,"LG",3.06710014662513e-05,348.163499832153
4,100,"WK",7.73864245111827e-12,9.28382134437561
4,100,"LG",7.66264451368407e-12,58.4312314987183
4,200,"WK",7.73864203222693e-12,21.9478983879089
4,200,"LG",0.0148358124942886,1330.67349433899
5,100,"WK",0.000387722568546575,9.41510915756226
5,100,"LG",5.42538109550719e-05,59.2064974308014
5,200,"WK",0.00267528496362481,33.6955060958862
5,200,"LG",2.79905636218203e-05,186.141798496246
6,100,"WK",0.0853393615649196,26.3178682327271
6,100,"LG",0.0517770194395076,107.852204084396
6,200,"WK",0.0840319495166462,125.176878929138
6,200,"LG",0.113575003466328,798.769508361816
1,100,"WK",0.00058158493148759,11.1756031513214
1,100,"LG",0.00127019687328946,1007.96376442909
1,200,"WK",0.000248589809294237,30.8115983009338
1,200,"LG",0.00105716484496604,1766.04769635201
2,100,"WK",0.000199109364646197,9.22165060043335
2,100,"LG",0.00146919017086333,722.944784164429
2,200,"WK",0.00127704185716929,171.398237943649
2,200,"LG",0.00227042900191238,955.331575155258
3,100,"WK",0.0033285947813374,25.1286082267761
3,100,"LG",0.000509554526747135,368.257429599762
3,200,"WK",0.00379452820579929,50.1547796726227
3,200,"LG",0.00454614838634506,1338.35737085342
4,100,"WK",0.0183982988408192,21.6107597351074
4,100,"LG",0.000182674786081343,212.468231678009
4,200,"WK",7.73864245112059e-12,21.4871859550476
4,200,"LG",6.50618399158464e-12,188.501459121704
5,100,"WK",0.000398477726364195,9.32443928718567
5,100,"LG",0.0111933303341089,159.175372123718
5,200,"WK",0.000211412179145534,22.2596809864044
5,200,"LG",0.0106823267283057,390.50773191452
6,100,"WK",0.000932711345916707,9.62144756317139
6,100,"LG",0.000272896194351988,56.1974542140961
6,200,"WK",0.0373672167917701,30.888477563858
6,200,"LG",0.107070389666649,888.164216995239
1,100,"WK",0.00162123553783838,253.9658639431
1,100,"LG",0.00070923619650355,134.702531576157
1,200,"WK",0.000635457532773636,116.174554586411
1,200,"LG",0.000932950092536247,845.917241811752
2,100,"WK",0.00103980525267004,221.919272661209
2,100,"LG",0.00149249044321345,1370.10003495216
2,200,"WK",0.00016199829141904,21.5183742046356
2,200,"LG",0.00125662425013484,2965.69882750511
3,100,"WK",0.00895810256330379,88.9283056259155
3,100,"LG",0.00176504901435169,621.989525794983
3,200,"WK",0.00623681250950846,97.5017788410187
3,200,"LG",1.6072341917442e-09,189.378117084503
4,100,"WK",7.69240154873932e-12,8.87250232696533
4,100,"LG",7.58403741809717e-12,59.2050149440765
4,200,"WK",7.73863613972462e-12,21.7038104534149
4,200,"LG",0.63061891345521,1671.14203834534
5,100,"WK",0.111845594040115,29.3201911449432
5,100,"LG",5.29478704799229e-05,56.6884248256683
5,200,"WK",0.164008299959203,55.1255254745483
5,200,"LG",0.00846491284847782,386.80271935463
6,100,"WK",0.126685156360257,26.3477418422699
6,100,"LG",0.000211586910859135,55.4594187736511
6,200,"WK",0.0903042144962383,77.4374725818634
6,200,"LG",0.110394610075047,730.568814277649
1,100,"WK",0.00089500380080247,51.9939746856689
1,100,"LG",0.00115134098369094,1249.96725296974
1,200,"WK",0.000216107572488219,27.3234775066376
1,200,"LG",0.00104943956873116,1088.85451793671
2,100,"WK",0.00148853873489003,99.9185678958893
2,100,"LG",0.000981316682784146,185.590273618698
2,200,"WK",0.000134534335530244,21.1382026672363
2,200,"LG",0.00132197670368095,1042.27118945122
3,100,"WK",0.0159464570726948,54.7621686458588
3,100,"LG",1.63880501939462e-09,60.6615257263184
3,200,"WK",0.00331371579370994,170.332045078278
3,200,"LG",7.86175663333422e-05,1105.22890949249
4,100,"WK",1.04577164453288e-05,18.4365429878235
4,100,"LG",0.669833919425404,1121.12929058075
4,200,"WK",7.73864164072712e-12,21.0712010860443
4,200,"LG",0.182350390260328,642.897979736328
5,100,"WK",0.15300606664743,23.4395623207092
5,100,"LG",0.00937919632753899,156.729829549789
5,200,"WK",0.114666077958934,54.7812960147858
5,200,"LG",0.000241132403872433,438.074113130569
6,100,"WK",0.109466403622279,38.3923389911652
6,100,"LG",0.000279684877749058,55.1868462562561
6,200,"WK",0.0677289954687774,169.388637781143
6,200,"LG",0.000141510685528738,181.742922782898
1,100,"WK",0.00102487232575974,183.683510780334
1,100,"LG",0.000716762078982301,188.63322019577
1,200,"WK",0.00109482443030505,187.464993715286
1,200,"LG",0.000815742425106366,1001.93773150444
2,100,"WK",0.00223046339906708,26.6019949913025
2,100,"LG",0.00162994637752227,895.239219903946
2,200,"WK",0.000859967852157454,188.101306438446
2,200,"LG",0.0017184327857716,3842.98584055901
3,100,"WK",1.55525240685313e-09,9.70083665847778
3,100,"LG",0.000241336659810694,265.567398786545
3,200,"WK",0.000748222950531004,46.2039120197296
3,200,"LG",0.00232281596029477,802.640333652496
4,100,"WK",7.59632294952352e-12,9.28608870506287
4,100,"LG",7.25415639861624e-12,56.7305288314819
4,200,"WK",0.0243914153321981,53.1772611141205
4,200,"LG",0.00011190888590826,507.754668951035
5,100,"WK",0.00069735166593868,9.49614906311035
5,100,"LG",0.00856322580550357,208.915459156036
5,200,"WK",0.0933658987358328,49.8283059597015
5,200,"LG",7.07982893882387e-05,191.34307384491
6,100,"WK",0.000915773444635655,9.51858043670654
6,100,"LG",0.000265666404057055,58.2941541671753
6,200,"WK",0.00442900135764575,27.4049694538116
6,200,"LG",0.115046625614258,776.436351299286
1,100,"WK",0.00197920070236805,148.95491027832
1,100,"LG",0.00149082713958677,612.732202768326
1,200,"WK",0.000791097704338536,131.721564292908
1,200,"LG",0.000636638403807681,1489.18120503426
2,100,"WK",0.00152301134189354,83.6672892570496
2,100,"LG",0.00246766160095257,358.166625022888
2,200,"WK",0.000947295139676759,88.9212012290955
2,200,"LG",0.00172205267628116,1186.96935772896
3,100,"WK",0.00940291202207943,142.648519277573
3,100,"LG",7.43969008990439e-05,160.279911279678
3,200,"WK",0.00337602803666378,224.216980218887
3,200,"LG",1.66091443807929e-09,189.241935253143
4,100,"WK",7.73864238466574e-12,9.11019134521484
4,100,"LG",0.276722185612965,485.902420759201
4,200,"WK",0.0523182340467377,114.113577127457
4,200,"LG",0.000835232272311473,592.625247716904
5,100,"WK",0.000104986976117217,9.56016898155212
5,100,"LG",0.00658233174885395,155.997721910477
5,200,"WK",0.000106173762482169,21.5813694000244
5,200,"LG",7.80965460621858e-05,183.270058870316
6,100,"WK",0.0495824212952988,15.3078711032867
6,100,"LG",0.10204985089518,375.067071676254
6,200,"WK",0.0771000776750502,67.4015882015228
6,200,"LG",0.000163680065084411,180.764719247818
1,100,"WK",0.00068152658154964,19.5828320980072
1,100,"LG",0.000700136108854243,108.841728925705
1,200,"WK",0.000563058063913759,105.039291381836
1,200,"LG",0.00070564623879743,1000.89941835403
2,100,"WK",0.000840805522354368,12.4233505725861
2,100,"LG",0.00179247858304819,337.561387777328
2,200,"WK",0.00134539464300922,81.1055514812469
2,200,"LG",0.00158460537425305,1446.84240293503
3,100,"WK",1.58431278595534e-09,9.45728468894958
3,100,"LG",0.00196550313136119,830.409034967422
3,200,"WK",0.000310268219275084,64.9126417636871
3,200,"LG",0.00298399789206307,1528.45303106308
4,100,"WK",7.67261257087171e-12,9.29913711547852
4,100,"LG",7.02205193494515e-12,57.2232935428619
4,200,"WK",7.73864055484258e-12,20.799613237381
4,200,"LG",0.00137673765767803,592.077092409134
5,100,"WK",0.000345449916201246,9.7601945400238
5,100,"LG",6.44467482675278e-05,55.9501793384552
5,200,"WK",0.0900021149542626,77.1730494499207
5,200,"LG",0.00834839005362334,384.43107843399
6,100,"WK",0.114014537063773,53.2960739135742
6,100,"LG",0.0747907414978259,530.18754529953
6,200,"WK",0.000631747620397402,22.2553219795227
6,200,"LG",0.119890957946839,530.686801195145
1,100,"WK",0.0010671006238427,54.7527568340302
1,100,"LG",0.000703618236952568,854.58283829689
1,200,"WK",0.000716865529487208,71.8949768543243
1,200,"LG",0.00142781531180025,2275.85944652557
2,100,"WK",0.00124445659816661,118.688096761703
2,100,"LG",0.00134804180948286,1326.37925004959
2,200,"WK",0.00137043337093962,244.580013751984
2,200,"LG",0.00199171370953761,2715.39681124687
3,100,"WK",0.00401578359788839,59.6364948749542
3,100,"LG",1.65125981102381e-09,60.9656405448914
3,200,"WK",0.00218182599558777,61.8341100215912
3,200,"LG",3.57304618205315e-06,500.302611112595
4,100,"WK",0.210066909058575,47.9771394729614
4,100,"LG",0.462297017339384,364.392774820328
4,200,"WK",7.73864244945147e-12,22.1230320930481
4,200,"LG",0.164871592881477,902.056432723999
5,100,"WK",0.0396832131851766,18.8930630683899
5,100,"LG",0.0335507313795034,132.194666862488
5,200,"WK",0.0852232935076638,49.5903477668762
5,200,"LG",5.65809916422852e-05,183.185616970062
