"j","n","method","ISE","time_seconds"
6,100,"WK",0.0781605001883596,113.612298488617
6,100,"LG",0.000237197083348827,57.5207374095917
6,200,"WK",0.0712371781228264,62.3009943962097
6,200,"LG",0.100911081962587,784.409700632095
1,100,"WK",0.000921381860999166,77.2075772285461
1,100,"LG",0.0014003395301856,1304.74761605263
1,200,"WK",0.00103126853534498,163.101959228516
1,200,"LG",0.00102244112752577,1057.47424530983
2,100,"WK",0.00131164360258027,66.3494946956635
2,100,"LG",0.00182775256778892,157.244451999664
2,200,"WK",0.00108947094209884,43.1582159996033
2,200,"LG",0.00144816496551258,1858.34585928917
3,100,"WK",0.0132871287613306,72.1619939804077
3,100,"LG",1.51967389738173e-09,59.8182928562164
3,200,"WK",1.11584102409414e-09,22.6479346752167
3,200,"LG",0.00169170360916406,2310.99981164932
4,100,"WK",7.73863699694881e-12,9.37303066253662
4,100,"LG",0.0010466217819278,209.761682271957
4,200,"WK",7.73855923404802e-12,21.1042556762695
4,200,"LG",0.25873956412084,1105.84739995003
5,100,"WK",0.000316249852957117,9.36832141876221
5,100,"LG",4.2155966347028e-05,59.1255886554718
5,200,"WK",0.000297873493473035,21.835780620575
5,200,"LG",0.00856835135987534,387.040931224823
6,100,"WK",0.103887277605571,42.1859560012817
6,100,"LG",0.100256384487926,356.29466509819
6,200,"WK",0.0920006733261225,99.1380569934845
6,200,"LG",0.000151412545069422,185.95630812645
1,100,"WK",0.000266825741363467,18.4224698543549
1,100,"LG",0.000742653763249363,581.195172548294
1,200,"WK",0.000884136709678041,331.725763082504
1,200,"LG",0.00148397827557295,2733.54286313057
2,100,"WK",0.00381666029586195,157.742005825043
2,100,"LG",0.00478887233487253,713.437066555023
2,200,"WK",0.0012479265923244,182.599397659302
2,200,"LG",0.000184470316696761,187.336583852768
3,100,"WK",7.18281012708439e-06,18.5272028446198
3,100,"LG",1.41818779657842e-09,58.0887048244476
3,200,"WK",0.0157812059272741,97.0865678787231
3,200,"LG",9.77122222282414e-10,199.236226320267
4,100,"WK",7.73864238464954e-12,9.13271737098694
4,100,"LG",0.0286894014154113,212.131545066833
4,200,"WK",0.441366235630822,232.320028781891
4,200,"LG",0.427643611148999,798.444982051849
5,100,"WK",0.000506923599631234,9.53861594200134
5,100,"LG",0.116380204213695,334.81324338913
5,200,"WK",0.000211902166653543,21.6416685581207
5,200,"LG",6.48345157063827e-05,187.27709197998
6,100,"WK",0.000295270792176401,9.99650168418884
6,100,"LG",0.000157099443747121,58.2390778064728
6,200,"WK",0.0736344841341988,94.014940738678
6,200,"LG",0.000172432901316637,191.166622161865
1,100,"WK",0.000473488333673968,51.1871583461761
1,100,"LG",0.00139673164622116,461.339012145996
1,200,"WK",0.000619393219315658,182.445690631866
1,200,"LG",0.000856168518229071,1438.5702624321
2,100,"WK",0.00105467812319921,12.3068492412567
2,100,"LG",0.00124685500428793,684.640307426453
2,200,"WK",0.000521903510028946,614.55690741539
2,200,"LG",0.00119311445674629,1333.66759490967
3,100,"WK",0.0217208231073307,64.0839064121246
3,100,"LG",1.50062813223902e-09,56.9784097671509
3,200,"WK",0.0024568581657974,144.357899904251
3,200,"LG",0.000807946895743433,913.229814529419
4,100,"WK",5.30494648371899e-12,9.19980669021606
4,100,"LG",5.36843871093382e-06,107.165563106537
4,200,"WK",0.0770364924216044,104.964296340942
4,200,"LG",0.00115409431386117,591.511811733246
5,100,"WK",0.00687149182388355,15.2013556957245
5,100,"LG",0.0124652604762299,159.499223232269
5,200,"WK",0.000393753519547126,21.312192440033
5,200,"LG",7.9407902349691e-05,184.734104156494
6,100,"WK",0.000430971301097267,9.39064311981201
6,100,"LG",0.000116314922128057,55.3046026229858
6,200,"WK",0.0498433494710662,98.8883078098297
6,200,"LG",0.000210605717599955,183.304468154907
1,100,"WK",0.000840552847677714,124.079681634903
1,100,"LG",0.00132177125886615,807.834443569183
1,200,"WK",0.000424625463308521,138.155721664429
1,200,"LG",0.00130007327406744,1357.06386685371
2,100,"WK",0.000193762159140458,9.69286298751831
2,100,"LG",0.000411359897118147,59.7562518119812
2,200,"WK",0.000850305203386652,182.568366527557
2,200,"LG",0.0014292438948416,1458.03691267967
3,100,"WK",0.0107223233556906,86.3349900245667
3,100,"LG",0.00208433436645165,728.730489730835
3,200,"WK",0.0048027761467046,87.4916603565216
3,200,"LG",0.0019625761954642,2268.35592341423
4,100,"WK",7.69041449354321e-12,9.28609752655029
4,100,"LG",0.310712492851596,494.580277681351
4,200,"WK",7.73840168903724e-12,21.2305498123169
4,200,"LG",0.00801824441721025,605.353858470917
5,100,"WK",0.152795433741834,23.6660354137421
5,100,"LG",0.0131411114399819,209.878129243851
5,200,"WK",0.0815732857144712,59.4748692512512
5,200,"LG",6.52640357982542e-05,185.316373586655
6,100,"WK",0.0729131094140755,37.2280211448669
6,100,"LG",0.106884406688135,357.941487550735
6,200,"WK",0.0900368450812357,254.241533517838
6,200,"LG",0.0389156914245582,284.952303171158
1,100,"WK",0.000809501559843298,69.1174874305725
1,100,"LG",0.000904127378638826,643.96272778511
1,200,"WK",0.000459105060777992,40.0245823860168
1,200,"LG",0.000938618921529757,942.400187015533
2,100,"WK",0.00090128213267425,11.1570334434509
2,100,"LG",0.00144087542753962,459.794885158539
2,200,"WK",0.00113129242021895,325.553721427917
2,200,"LG",0.00149761591054821,1188.96477913857
3,100,"WK",0.00423649490373131,76.8332624435425
3,100,"LG",0.00128456738179648,600.125451564789
3,200,"WK",0.0161956692781186,87.6606602668762
3,200,"LG",0.000210804248821961,605.650252580643
4,100,"WK",0.173843784849598,26.7442479133606
4,100,"LG",0.289812478625955,284.784334421158
4,200,"WK",4.48764796642325e-12,20.9111111164093
4,200,"LG",1.00475783882954e-10,185.577017307281
5,100,"WK",0.000391552423143748,9.41372752189636
5,100,"LG",9.57442402799663e-05,56.3631756305695
5,200,"WK",0.000434824678389018,21.480081319809
5,200,"LG",6.50856966402619e-05,190.787057638168
6,100,"WK",0.0912701794419363,62.7389087677002
6,100,"LG",0.147972753920022,328.459719419479
6,200,"WK",0.103311432557583,43.1013331413269
6,200,"LG",0.000539098701401708,332.174798488617
1,100,"WK",0.000633610464644437,91.6431059837341
1,100,"LG",0.00161798486378052,673.77582025528
1,200,"WK",0.000158099505438429,26.6295762062073
1,200,"LG",0.00109616434767196,1368.22773838043
2,100,"WK",0.00119828149498653,92.2897589206696
2,100,"LG",0.000923272646571264,83.6352393627167
2,200,"WK",0.00134192142038666,75.3409276008606
2,200,"LG",0.00167476268874756,2331.77634811401
3,100,"WK",1.58513782506544e-09,9.67028594017029
3,100,"LG",1.47872724640266e-09,58.8103210926056
3,200,"WK",0.00320044254746874,97.0951125621796
3,200,"LG",1.48906928975205e-09,194.225016593933
4,100,"WK",7.73241716431714e-12,9.46841669082642
4,100,"LG",7.66852205786398e-12,60.0535027980804
4,200,"WK",7.7386424377068e-12,22.5474905967712
4,200,"LG",5.19390708718741e-12,193.778960466385
5,100,"WK",0.17274976342316,26.7855715751648
5,100,"LG",0.00827733304118117,160.36141872406
5,200,"WK",0.000386281751423521,21.6936836242676
5,200,"LG",5.64588230438936e-05,189.656807422638
6,100,"WK",0.017951420739398,16.2082686424255
6,100,"LG",0.112242064201762,334.407737731934
6,200,"WK",0.142749979826655,62.656366109848
6,200,"LG",0.12879430298468,796.99948143959
1,100,"WK",0.000748774060330053,32.2286057472229
1,100,"LG",0.00118796854822915,1176.89261293411
1,200,"WK",0.00020243632930754,24.4610402584076
1,200,"LG",0.000994663276058069,1693.94123125076
2,100,"WK",0.00126407934263304,35.6850364208221
2,100,"LG",0.00167895479660549,609.571254730225
2,200,"WK",0.000704880431400261,387.237834215164
2,200,"LG",0.00112827034577851,2391.44458651543
3,100,"WK",0.008364621098864,77.9570553302765
3,100,"LG",0.00346323125966095,824.561033725739
3,200,"WK",1.49320284340993e-09,21.1396296024323
3,200,"LG",0.00168623525392645,1209.43120455742
4,100,"WK",0.21740553661984,67.5471405982971
4,100,"LG",0.108385604623482,385.814244508743
4,200,"WK",7.73864245110873e-12,21.083044052124
4,200,"LG",0.173286040589225,1252.03498649597
5,100,"WK",0.000164410985668618,9.38345885276794
5,100,"LG",9.07137440834758e-05,55.2875187397003
5,200,"WK",0.000299290041058842,21.2778069972992
5,200,"LG",0.159456727646547,734.759383916855
6,100,"WK",0.053521837846895,13.8528559207916
6,100,"LG",0.000111909914333182,56.3644227981567
6,200,"WK",0.00108844058913853,27.7467198371887
6,200,"LG",0.000205055334130338,185.713084936142
1,100,"WK",0.000200311061761219,11.0237169265747
1,100,"LG",0.000568221104411316,1160.58956956863
1,200,"WK",0.000536771958913327,100.482849121094
1,200,"LG",0.000630192756181682,905.565747261047
2,100,"WK",0.00192973522699632,177.615939855576
2,100,"LG",0.00154685020062993,2135.11992406845
2,200,"WK",0.00113858332369958,172.962840080261
2,200,"LG",0.00254374384488462,1254.41070342064
3,100,"WK",0.00412680923199167,25.3605530261993
3,100,"LG",5.70997271564663e-06,110.086353778839
3,200,"WK",6.41596125217705e-05,41.3368277549744
3,200,"LG",0.00108989842176038,501.856416463852
4,100,"WK",7.73864244238443e-12,9.830397605896
4,100,"LG",0.000339000528460367,212.594777345657
4,200,"WK",7.73864245091603e-12,23.4187290668488
4,200,"LG",0.383533360223483,1417.4462761879
5,100,"WK",0.000387248120467373,9.85469770431519
5,100,"LG",6.5278227769856e-05,57.5947275161743
5,200,"WK",0.050384472920663,50.0539367198944
5,200,"LG",0.100121417756331,744.327111244202
6,100,"WK",0.125211756801308,52.0525894165039
6,100,"LG",0.000171022859248111,58.5852153301239
6,200,"WK",0.0573949307874202,164.029324293137
6,200,"LG",0.0942293241507909,787.28037571907
1,100,"WK",0.000150544803320683,20.8277223110199
1,100,"LG",0.00130274102383065,890.119366645813
1,200,"WK",0.000962903525618242,107.782621622086
1,200,"LG",0.00101890203074137,1384.30481219292
2,100,"WK",0.00149602010955539,59.086462020874
2,100,"LG",0.00122996725139056,1404.62002205849
2,200,"WK",0.000927482950418569,152.536732912064
2,200,"LG",0.000907078467626004,1631.94961953163
3,100,"WK",0.000201911460378158,17.4316577911377
3,100,"LG",0.00371309011948809,284.090663909912
3,200,"WK",6.73543932273056e-05,42.3071510791779
3,200,"LG",1.66414421702301e-09,187.961918830872
4,100,"WK",0.168194687625363,44.7048909664154
4,100,"LG",0.0996538291050054,480.138633966446
4,200,"WK",7.73864244528886e-12,21.5091588497162
4,200,"LG",0.344372507702846,1537.55054211617
5,100,"WK",0.145962555127769,26.7709045410156
5,100,"LG",0.00475146385056937,154.679865598679
5,200,"WK",0.0633673597040096,57.6451005935669
5,200,"LG",0.000106428706804446,189.535190343857
6,100,"WK",0.000544202810256382,8.95669960975647
6,100,"LG",0.000153881273321253,57.0210361480713
6,200,"WK",0.000151291776642017,20.7461843490601
6,200,"LG",0.107083888104456,767.89465880394
1,100,"WK",0.000270639772673614,11.2231884002686
1,100,"LG",0.000938312556797665,547.642459392548
1,200,"WK",0.000867599537950199,151.877532958984
1,200,"LG",0.00134745910770356,345.511493444443
2,100,"WK",0.00107296905965747,58.7216355800629
2,100,"LG",0.00173134595155991,1068.27463912964
2,200,"WK",0.00135883467995171,133.817427635193
2,200,"LG",0.00134642991840893,956.732318639755
3,100,"WK",0.00645223960044987,57.9658463001251
3,100,"LG",1.57188007308852e-09,57.1747164726257
3,200,"WK",1.67640272506734e-09,21.9846091270447
3,200,"LG",0.00142122400581361,645.647405385971
4,100,"WK",7.73864244018619e-12,9.34021687507629
4,100,"LG",0.00146362935506195,161.211709976196
4,200,"WK",7.46935665657642e-12,21.4577684402466
4,200,"LG",0.0195667895008476,598.331727981567
5,100,"WK",0.000327645586720085,9.58292031288147
5,100,"LG",4.68883144073457e-05,56.1594290733337
5,200,"WK",0.137245843265189,56.1791186332703
5,200,"LG",0.00935054838815303,384.164254426956
6,100,"WK",0.000921073887976226,9.79571294784546
6,100,"LG",0.119433107134072,357.806488275528
6,200,"WK",0.0576782063444765,237.378685235977
6,200,"LG",0.000173426043264307,179.015235424042
1,100,"WK",0.00219735427009223,35.8621964454651
1,100,"LG",0.00117270297432272,138.761736392975
1,200,"WK",0.00129239774153156,99.0678577423096
1,200,"LG",0.00153944958302813,1598.39238524437
2,100,"WK",0.00158687971893751,71.9313395023346
2,100,"LG",0.00139657091264252,432.450945854187
2,200,"WK",0.000193408244701547,21.0072684288025
2,200,"LG",0.00115364105781145,235.206475734711
3,100,"WK",0.00178330966796139,24.2936837673187
3,100,"LG",1.60549135989876e-09,59.9522767066956
3,200,"WK",1.44991426378646e-09,21.604510307312
3,200,"LG",9.27772940310935e-10,190.256589412689
4,100,"WK",7.52545553564668e-12,9.4118115901947
4,100,"LG",4.34389567542359e-12,57.2925732135773
4,200,"WK",7.62156743766495e-12,22.6316564083099
4,200,"LG",0.00942871995293918,490.342004537582
5,100,"WK",0.143273423775991,26.5734679698944
5,100,"LG",7.79993867741831e-05,59.0544435977936
5,200,"WK",0.173456935828327,55.4780263900757
5,200,"LG",0.00457705122091278,534.120672702789
6,100,"WK",0.14230876335616,32.6450233459473
6,100,"LG",0.112404569059418,354.454688310623
6,200,"WK",0.0397743111184499,136.420640468597
6,200,"LG",0.105612770502503,734.687673568726
1,100,"WK",0.00118486505405198,129.627859115601
1,100,"LG",0.00151462772489522,136.10936498642
1,200,"WK",0.000309831407490767,31.9301271438599
1,200,"LG",0.000791027362500819,952.567976474762
2,100,"WK",0.00355437047996915,269.725481748581
2,100,"LG",0.00159070073268144,1329.08458304405
2,200,"WK",0.000774276266092537,381.79851436615
2,200,"LG",0.00119899937564054,2253.67388105392
3,100,"WK",0.0035351037685642,35.4646520614624
3,100,"LG",0.000730538895625627,336.560559749603
3,200,"WK",0.00571492429769825,98.3375647068024
3,200,"LG",1.41596517665208e-09,191.349373340607
4,100,"WK",0.204827842859934,46.1124370098114
4,100,"LG",0.000301837139556798,208.477551460266
4,200,"WK",7.73864245100491e-12,21.8102440834045
4,200,"LG",0.000150897984578863,491.602114200592
5,100,"WK",0.000278659656068046,9.2960147857666
5,100,"LG",5.36438035097391e-05,57.0539014339447
5,200,"WK",0.000438294983704993,22.7882208824158
5,200,"LG",0.00644024517727208,387.737920045853
6,100,"WK",0.0113050793584208,15.7188374996185
6,100,"LG",0.131782712255253,327.384773015976
6,200,"WK",0.000426804953903433,21.4305317401886
6,200,"LG",0.150543513486299,737.332489728928
1,100,"WK",0.00031743588652399,20.1086599826813
1,100,"LG",0.00171320966466715,647.211694002151
1,200,"WK",0.000692391014258697,264.793739080429
1,200,"LG",0.000450802446581001,1158.56020116806
2,100,"WK",0.00183996206642002,40.9678964614868
2,100,"LG",0.00128390737846196,1021.75197935104
2,200,"WK",0.00154223914096441,263.492082118988
2,200,"LG",0.00187414286049212,1149.32173991203
3,100,"WK",0.00896310464781987,69.6895115375519
3,100,"LG",1.57433020412266e-09,58.4204468727112
3,200,"WK",9.68622511079803e-10,21.6828150749207
3,200,"LG",2.86293065466392e-05,501.077468633652
4,100,"WK",7.71318319734472e-12,9.36671352386475
4,100,"LG",7.69192941955927e-12,56.7895503044128
4,200,"WK",7.73439553903138e-12,21.9634630680084
4,200,"LG",0.00331957083554836,595.611656188965
5,100,"WK",0.000436049339946264,9.30604934692383
5,100,"LG",0.00988967012542051,159.913693189621
5,200,"WK",0.0514824821912616,76.3599545955658
5,200,"LG",6.9021746084005e-05,185.228643894196
6,100,"WK",0.122438506952775,46.8965253829956
6,100,"LG",0.000169580380840791,56.0898258686066
6,200,"WK",0.000919870957513329,27.4208228588104
6,200,"LG",8.57474154627075e-05,182.638409137726
1,100,"WK",0.000469795759835058,22.4580738544464
1,100,"LG",0.00153439895781825,135.491649389267
1,200,"WK",0.000560780317758877,189.577145338058
1,200,"LG",0.000936733671022038,1460.60275769234
2,100,"WK",0.00170847890290902,33.2386140823364
2,100,"LG",0.00123050145245901,211.021947145462
2,200,"WK",0.00106443723056853,75.3768389225006
2,200,"LG",0.00145064521142478,1823.10076355934
3,100,"WK",0.00266931668188071,42.8711700439453
3,100,"LG",0.00101602581313279,470.406157016754
3,200,"WK",0.00378103893203113,106.456288337708
3,200,"LG",0.000423993593830239,500.678912639618
4,100,"WK",7.62159354662266e-12,9.49945425987244
4,100,"LG",6.63885749135588e-12,57.0805063247681
4,200,"WK",7.4869478215079e-12,21.7487416267395
4,200,"LG",5.81074041841321e-12,188.264060020447
5,100,"WK",0.000150218584562974,9.55994725227356
5,100,"LG",0.0104348182668211,211.096418380737
5,200,"WK",0.000333870382485721,21.5690491199493
5,200,"LG",0.00011729553477169,182.936170339584
6,100,"WK",0.0832078900449511,41.3833405971527
6,100,"LG",0.000191814874149099,57.7502262592316
6,200,"WK",0.000454526670921018,21.6632795333862
6,200,"LG",0.00026950465625888,193.146124362946
1,100,"WK",0.000309614978524812,11.6180317401886
1,100,"LG",0.00108382636769104,1022.74960327148
1,200,"WK",0.000288144953862819,41.9350180625916
1,200,"LG",0.000804386498285984,942.73580789566
2,100,"WK",0.000301279550392517,9.96610951423645
2,100,"LG",0.0011383236455804,82.0000150203705
2,200,"WK",0.00110557458074721,101.694236278534
2,200,"LG",0.00087680307861318,439.125040531158
3,100,"WK",1.47989044759179e-09,9.74626231193542
3,100,"LG",0.000626804509441241,262.120980262756
3,200,"WK",0.00725803466758633,208.069404840469
3,200,"LG",4.03171371898271e-05,494.94459605217
4,100,"WK",0.158731835353116,93.6605041027069
4,100,"LG",0.175080070536058,360.299342632294
4,200,"WK",7.5988189861348e-12,22.4775633811951
4,200,"LG",3.81025336828975e-12,188.11033821106
5,100,"WK",0.105488367672635,25.8929588794708
5,100,"LG",0.0116089560915532,232.163854122162
5,200,"WK",0.00256767488100184,28.1098780632019
5,200,"LG",0.00589184423800687,384.137781858444
6,100,"WK",0.000647348548824506,9.56469464302063
6,100,"LG",0.000225542486227905,55.2715058326721
6,200,"WK",0.000156861135396701,22.1072173118591
6,200,"LG",0.000174119995922564,184.314987182617
1,100,"WK",0.0013408317497645,92.8074066638947
1,100,"LG",0.000409139044604634,592.747387886047
1,200,"WK",0.000336265584778104,71.8221399784088
1,200,"LG",0.000776125537875083,959.528683185577
2,100,"WK",0.000920825220825571,196.94281411171
2,100,"LG",0.000990198236816438,1490.45116066933
2,200,"WK",0.00021658201732489,21.5533602237701
2,200,"LG",0.00111206898907249,1252.62127494812
3,100,"WK",0.00564912577369484,42.3556206226349
3,100,"LG",0.00156675910930047,751.837060928345
3,200,"WK",0.00274441446976177,239.107003450394
3,200,"LG",0.00145044606432447,1885.73138475418
4,100,"WK",7.6988687718956e-12,9.43925380706787
4,100,"LG",0.0032573720352211,259.095591783524
4,200,"WK",7.73864245110275e-12,21.8908317089081
4,200,"LG",7.66506621120741e-12,186.765397787094
5,100,"WK",0.159067776167966,26.3218276500702
5,100,"LG",0.0103719813348392,157.038703203201
5,200,"WK",0.139878950717152,55.8618905544281
5,200,"LG",0.0086428102099062,384.338759899139
6,100,"WK",0.000954391443205777,9.58553743362427
6,100,"LG",0.00021682707569056,57.1027190685272
6,200,"WK",0.093891470867847,99.4461259841919
6,200,"LG",0.130023914384445,782.488442659378
1,100,"WK",0.0014872564248354,135.760970115662
1,100,"LG",0.000753381761549713,521.909650325775
1,200,"WK",0.000536211183619044,258.918591499329
1,200,"LG",0.00136868817628945,1649.71317195892
2,100,"WK",0.00153601819382475,59.568261384964
2,100,"LG",0.000371163836791288,56.2633073329926
2,200,"WK",0.000180288634511008,20.922459602356
2,200,"LG",0.00134560502065812,998.505529642105
3,100,"WK",0.0115283499605188,21.9207539558411
3,100,"LG",1.55347282409599e-06,212.287929296494
3,200,"WK",0.00223534880279318,46.4466161727905
3,200,"LG",0.000117559647127195,394.144392490387
4,100,"WK",7.51144036113411e-12,9.11352944374084
4,100,"LG",0.441668376362499,587.706566333771
4,200,"WK",0.136888380776865,92.1248869895935
4,200,"LG",0.00425855246429002,489.722377300262
5,100,"WK",0.000552103913618174,9.28298449516296
5,100,"LG",0.000119048036246578,55.8585813045502
5,200,"WK",0.000400052109950473,21.9102127552032
5,200,"LG",0.00979805933929982,399.030161619186
6,100,"WK",0.0497438872084609,24.4928710460663
6,100,"LG",0.000154166950982873,55.6691489219666
6,200,"WK",0.00732386010956206,28.047417640686
6,200,"LG",0.033140812102598,288.86336016655
1,100,"WK",0.00198706401906413,33.032083272934
1,100,"LG",0.00282060346835199,739.690367937088
1,200,"WK",0.00036021293579289,173.669868946075
1,200,"LG",0.0011568821768506,2304.42802762985
2,100,"WK",0.00238728565062697,29.6848623752594
2,100,"LG",0.0015369004649991,182.040845632553
2,200,"WK",0.000746274033543183,46.4017717838287
2,200,"LG",0.000252934263099874,184.934935808182
3,100,"WK",1.54245445518154e-09,9.47656273841858
3,100,"LG",0.00608691136735078,822.940262079239
3,200,"WK",0.00623240134759517,93.4929025173187
3,200,"LG",0.000361453390895517,597.933935642242
4,100,"WK",7.73864235307877e-12,9.69112420082092
4,100,"LG",0.00102066735595336,208.692880153656
4,200,"WK",7.73864245074742e-12,22.0604031085968
4,200,"LG",0.00796030573923396,490.10310959816
5,100,"WK",0.111990984610983,24.589964389801
5,100,"LG",8.12168601951806e-05,57.7408587932587
5,200,"WK",0.000259637666447812,21.5764741897583
5,200,"LG",8.86672501704267e-05,185.225471735001
6,100,"WK",0.163641620681019,14.3162455558777
6,100,"LG",0.0911483922002864,355.334865093231
6,200,"WK",0.0714133958147188,114.458614110947
6,200,"LG",0.000157952353829596,181.857696294785
1,100,"WK",0.0010042935803594,60.8316521644592
1,100,"LG",0.00095513672263767,986.092628717422
1,200,"WK",0.000123792151144103,25.5129425525665
1,200,"LG",0.00167270867011805,1860.995398283
2,100,"WK",0.000579103157757487,9.47397494316101
2,100,"LG",0.00167801944749316,1201.27830553055
2,200,"WK",0.000793605245377352,44.6576108932495
2,200,"LG",0.00144877346598792,2873.81952857971
3,100,"WK",0.00997795931089881,86.9237697124481
3,100,"LG",0.00424501221858242,448.472193956375
3,200,"WK",0.0036990790549329,56.1849777698517
3,200,"LG",1.56587422500171e-09,190.015724897385
4,100,"WK",7.73864245112161e-12,8.88151550292969
4,100,"LG",3.68345103093806e-12,58.2507920265198
4,200,"WK",7.73864192416292e-12,22.0246710777283
4,200,"LG",0.124554288403242,944.594042301178
5,100,"WK",0.154537457507148,26.7075266838074
5,100,"LG",0.00693476468865187,237.644241094589
5,200,"WK",0.000477168300054684,21.4707515239716
5,200,"LG",0.087949520192065,850.609805583954
6,100,"WK",0.107666779761242,33.6205863952637
6,100,"LG",0.000215217100161627,55.2595086097717
6,200,"WK",0.0538677595307684,119.655408859253
6,200,"LG",0.115406625812529,778.641092538834
1,100,"WK",0.000574152381763317,85.5032091140747
1,100,"LG",0.00106849260230306,133.196890592575
1,200,"WK",0.000570438056031001,115.577282190323
1,200,"LG",0.000771137388652096,1310.23039960861
2,100,"WK",0.000853448654074819,258.172218322754
2,100,"LG",0.000700044103563302,183.900817394257
2,200,"WK",0.00116691041511315,138.513179540634
2,200,"LG",0.00100572288782765,247.702102899551
3,100,"WK",0.000816949292505896,22.9523904323578
3,100,"LG",0.000993091312345206,1134.83687281609
3,200,"WK",1.66120104757515e-09,22.4660575389862
3,200,"LG",0.00128616064364181,1833.28469920158
4,100,"WK",0.175439021047342,38.2284114360809
4,100,"LG",0.000326463106500085,208.901696443558
4,200,"WK",7.73864242374647e-12,21.8271636962891
4,200,"LG",0.146719687815834,1101.41507053375
5,100,"WK",0.000300365305922395,9.48049998283386
5,100,"LG",0.000109364167958882,185.646326303482
5,200,"WK",0.0484865415338355,52.4596033096313
5,200,"LG",6.28596873267955e-05,183.382891654968
6,100,"WK",0.0807847398045287,84.2120118141174
6,100,"LG",0.000141982103184923,57.8149108886719
6,200,"WK",0.155942581334712,58.8403782844543
6,200,"LG",0.140126874251223,729.86984872818
1,100,"WK",0.000764532600652774,138.701974153519
1,100,"LG",0.000996365869232211,1047.04815292358
1,200,"WK",0.000970892624422751,387.246507883072
1,200,"LG",0.000768585990414542,1206.62636518478
2,100,"WK",0.001254587629828,238.505290269852
2,100,"LG",0.00166420174966571,434.721459388733
2,200,"WK",0.000582525920457231,77.5424478054047
2,200,"LG",0.000407717504192406,188.189410686493
3,100,"WK",0.00502740030067074,24.3441212177277
3,100,"LG",1.5880550336679e-09,59.6923675537109
3,200,"WK",0.0054420790539101,188.955751419067
3,200,"LG",0.00196255774284285,594.728779315948
4,100,"WK",7.23334769364776e-12,9.48486495018005
4,100,"LG",0.000236289121071439,207.834045410156
4,200,"WK",0.137433379465951,151.998079538345
4,200,"LG",5.39019826144782e-05,488.838775873184
5,100,"WK",0.000262184655549403,9.15411972999573
5,100,"LG",0.00958686842654944,235.507283449173
5,200,"WK",0.000111157991982911,21.3023552894592
5,200,"LG",4.34367501003942e-05,188.731929540634
6,100,"WK",0.159764614085396,27.7740948200226
6,100,"LG",0.114266556712181,354.416440248489
6,200,"WK",0.0846703606563848,51.7309839725494
6,200,"LG",0.000187563737207241,182.012691497803
1,100,"WK",0.000855790700117302,107.450492858887
1,100,"LG",0.000786072145354176,680.5649330616
1,200,"WK",0.000553635091690308,92.4804265499115
1,200,"LG",0.00117594954039561,339.843467235565
2,100,"WK",0.00198841624504218,63.6884868144989
2,100,"LG",0.000257264272586332,56.2090330123901
2,200,"WK",0.00152583855260114,122.413731336594
2,200,"LG",0.00126215835762289,1210.20378375053
3,100,"WK",0.00610953658601835,94.5546224117279
3,100,"LG",1.32153233443977e-09,59.8886160850525
3,200,"WK",0.00346614800692129,228.467757463455
3,200,"LG",1.06330076011757e-09,189.707357168198
4,100,"WK",7.73864245106732e-12,8.89059948921204
4,100,"LG",5.24820197856038e-12,58.2748250961304
4,200,"WK",7.73864130572755e-12,22.1913132667542
4,200,"LG",6.25132205385719e-05,496.392521858215
5,100,"WK",0.0950206550407314,31.2689821720123
5,100,"LG",0.00628429102471161,158.090771913528
5,200,"WK",0.000823547087977829,37.3377912044525
5,200,"LG",0.00662066027638764,391.219363689423
6,100,"WK",0.104354955425311,40.9119682312012
6,100,"LG",0.112583631373377,358.247957229614
6,200,"WK",0.0589684836736669,210.800193071365
6,200,"LG",0.000140570281371386,180.804449081421
1,100,"WK",0.000700624613760515,73.3762340545654
1,100,"LG",0.000940731275019126,663.87218952179
1,200,"WK",0.000209652097931763,24.8095057010651
1,200,"LG",0.000536431321402604,591.899753808975
2,100,"WK",0.000181160147509514,9.58106708526611
2,100,"LG",0.00162128128082914,1089.7707400322
2,200,"WK",0.00107747706334167,125.80168390274
2,200,"LG",0.00095467235943057,450.019364595413
3,100,"WK",6.2792063598671e-05,20.1727981567383
3,100,"LG",1.52888638215092e-09,59.9247710704803
3,200,"WK",1.62695411271795e-09,22.5501315593719
3,200,"LG",0.0037790457195133,749.994287729263
4,100,"WK",7.38371132821419e-12,9.1974093914032
4,100,"LG",6.12716047873772e-12,56.6868944168091
4,200,"WK",0.072132887429036,77.8885793685913
4,200,"LG",0.356589038807689,1304.64473080635
5,100,"WK",0.0605034663151751,38.9390580654144
5,100,"LG",0.00622218817956383,158.312707662582
5,200,"WK",0.00808324274022628,35.5552351474762
5,200,"LG",0.00890131926710747,385.256552219391
6,100,"WK",0.0666286509012408,20.4927425384521
6,100,"LG",0.123644877514751,353.069362878799
6,200,"WK",0.00065545073398575,22.4380831718445
6,200,"LG",0.0899292652674046,775.757490634918
1,100,"WK",0.000523276476572569,46.0341076850891
1,100,"LG",0.000630532759054847,810.676626682281
1,200,"WK",0.000347554018916942,105.591866731644
1,200,"LG",0.00136859014201304,2289.68303918839
2,100,"WK",0.00103712862264795,78.5699789524078
2,100,"LG",0.00162808880641015,560.958326101303
2,200,"WK",0.00120716791518875,390.745341539383
2,200,"LG",0.00136856451958467,1085.36202573776
